City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,birao,10.2849,22.7882,22.85,27,100,1.96,CF,1703026973
282,namibe,-15.1961,12.1522,23.56,71,53,1.74,AO,1703026973
283,riosucio,5.4216,-75.7032,18.34,96,89,1.07,CO,1703026973
284,ust-nera,64.5667,143.2,-37.89,100,99,1.79,RU,1703026973
285,el granada,37.5027,-122.4694,18.78,83,75,5.66,US,1703026973
286,cooma,-36.2333,149.1333,8.73,96,100,2.97,AU,1703026973
287,colonia,50.9333,6.95,8.36,92,75,4.63,DE,1703026906
288,khategaon,22.6,76.9167,13.3,39,100,2.69,IN,1703026974
289,childress,34.4264,-100.204,16.14,51,0,6.17,US,1703026729
290,lautoka,-17.6167,177.4667,28.92,74,75,3.6,FJ,1703026974
291,cho dok,10.7,105.1167,24.74,68,67,2.6,VN,1703026974
292,mount gambier,-37.8333,140.7667,15.44,48,2,5.59,AU,1703026974
293,nikolayevsk-on-amure,53.1406,140.73,-27.58,97,76,1.87,RU,1703026974
294,boditi,6.9667,37.8667,16.68,54,72,2.63,ET,1703026974
295,tynda,55.1667,124.7167,-32.33,95,87,1.93,RU,1703026975
296,moultonborough,43.7548,-71.3967,4.0,77,44,6.71,US,1703026975
297,bardai,11.65,7.2333,20.41,28,4,3.56,NG,1703026975
298,barreiras,-12.1528,-44.99,24.46,66,89,1.14,BR,1703026975
299,siem reap,13.5,104.0,21.83,82,48,1.78,KH,1703026975
300,kamina,-8.7386,24.9906,19.33,96,100,1.64,CD,1703026975
301,ozumba de alzate,19.05,-98.8,19.24,44,0,1.84,MX,1703026975
302,kichmengskiy gorodok,59.9816,45.7854,0.73,97,100,5.37,RU,1703026975
303,phalodi,27.1333,72.3667,15.09,27,43,2.12,IN,1703026976
304,karratha,-20.7377,116.8463,24.46,67,2,5.56,AU,1703026953
305,boende,-0.2167,20.8667,22.97,95,100,0.75,CD,1703026976
306,kirensk,57.7853,108.1119,-38.91,100,46,1.34,RU,1703026976
307,horazdovice,49.3207,13.701,6.24,64,100,3.09,CZ,1703026976
308,kirakira,-10.4544,161.9205,28.68,72,96,2.0,SB,1703026976
309,kuala terengganu,5.3302,103.1408,25.97,94,20,1.03,MY,1703026976
310,pisco,-13.7,-76.2167,23.03,78,0,8.75,PE,1703026976
311,mukalla,14.5425,49.1242,22.32,61,0,2.77,YE,1703026760
312,jinchang,38.4953,102.1739,-13.19,80,1,0.63,CN,1703026976
313,ossining,41.1629,-73.8615,2.52,71,20,6.69,US,1703026976
314,jilib,0.4883,42.7854,27.34,76,100,3.69,SO,1703026977
315,uji,34.8833,135.8,5.2,88,87,1.29,JP,1703026977
316,brisas de zicatela,15.8369,-97.0419,28.29,65,0,2.06,MX,1703026977
317,itoman,26.1247,127.6694,19.21,88,75,13.38,JP,1703026977
318,ubari,26.5921,12.7805,7.95,52,1,4.27,LY,1703026977
319,esqueda,30.7167,-109.5833,21.24,23,100,4.54,MX,1703026977
320,patong,7.8961,98.2966,25.08,80,65,4.22,TH,1703026977
321,belmonte,-15.8631,-38.8828,20.89,92,95,4.64,BR,1703026978
322,dudhani,17.3667,76.3667,17.49,53,89,3.48,IN,1703026978
323,warmbad,-28.45,18.7333,24.28,33,0,4.44,NA,1703026978
324,isangel,-19.55,169.2667,28.06,83,75,2.06,VU,1703026978
325,tera,14.0078,0.7531,20.43,17,2,4.68,NE,1703026978
326,conduaga,8.862,117.4893,26.22,88,99,2.06,PH,1703026978
327,severo-yeniseyskiy,60.3725,93.0408,-31.34,95,12,2.23,RU,1703026978
328,yuzhno-kurilsk,44.0306,145.8556,-2.57,76,91,2.22,RU,1703026979
329,yarmouth,41.7057,-70.2286,7.2,81,0,7.6,US,1703026979
330,curuca,-0.7289,-47.8481,25.75,86,67,2.5,BR,1703026979
331,al jumum,21.6169,39.6981,23.97,57,1,1.72,SA,1703026979
332,sant'antioco,39.0664,8.4522,9.93,71,1,2.52,IT,1703026979
333,mahdia,35.5047,11.0622,15.97,86,100,2.8,TN,1703026979
334,swakopmund,-22.6833,14.5333,16.47,83,3,0.89,NA,1703026979
335,sarangani,5.4033,125.4636,27.81,78,46,5.14,PH,1703026979
336,kundiawa,-6.0167,144.9667,20.5,87,100,0.57,PG,1703026979
337,revda,56.801,59.9303,-8.24,92,97,4.46,RU,1703026980
338,amga,60.8953,131.9608,-45.34,100,98,0.13,RU,1703026980
339,bredasdorp,-34.5322,20.0403,15.9,84,7,1.08,ZA,1703026980
340,mount isa,-20.7333,139.5,31.87,45,5,3.09,AU,1703026980
341,touros,-5.1989,-35.4608,26.24,84,98,3.82,BR,1703026924
342,mosfellsbaer,64.1667,-21.7,1.01,80,75,3.6,IS,1703026980
343,masterton,-40.9597,175.6575,18.82,33,5,2.97,NZ,1703026981
344,bahia blanca,-38.7196,-62.2724,15.18,60,92,6.02,AR,1703026981
345,bhinmal,25.0,72.25,15.92,28,100,3.87,IN,1703026981
346,tamandare,-8.7597,-35.1047,25.02,88,100,3.53,BR,1703026981
347,nemuro,43.3236,145.575,-3.11,67,92,3.8,JP,1703026981
348,nacala,-14.5428,40.6728,26.04,92,95,0.64,MZ,1703026981
349,sao vicente,-23.9631,-46.3919,26.26,51,95,4.02,BR,1703026981
350,atafu village,-8.5421,-172.5159,28.99,74,88,3.92,TK,1703026981
351,piti village,13.4626,144.6933,29.49,73,0,7.2,GU,1703026982
352,cassilandia,-19.1133,-51.7342,27.39,55,96,2.56,BR,1703026983
353,kruisfontein,-34.0033,24.7314,18.13,92,50,1.83,ZA,1703026983
354,korets,50.6165,27.1605,5.01,66,99,6.25,UA,1703026983
355,papao,-17.75,-149.55,27.82,76,100,4.15,PF,1703026983
356,port macquarie,-31.4333,152.9167,29.38,71,84,1.5,AU,1703026983
357,enewetak,11.3474,162.3373,27.17,75,100,10.8,MH,1703026983
358,benguela,-12.5763,13.4055,26.45,83,100,3.02,AO,1703026984
359,mar del plata,-38.0023,-57.5575,15.01,71,75,5.66,AR,1703027060
360,igarka,67.4667,86.5833,-14.79,74,100,12.59,RU,1703026984
361,yamada,39.4667,141.95,2.46,84,49,4.59,JP,1703026984
362,sungai penuh,-2.0833,101.3833,17.63,96,89,1.19,ID,1703026984
363,tsiombe,-25.3,45.4833,23.36,84,79,5.01,MG,1703026985
364,bilthra,26.1231,83.8689,12.32,41,83,2.5,IN,1703026985
365,visby,57.6409,18.296,4.12,81,11,6.69,SE,1703026985
366,isna,25.2934,32.554,17.01,37,61,1.96,EG,1703026931
367,polyarnyy,69.1989,33.4478,-11.0,92,100,0.78,RU,1703026985
368,mutum biyu,8.6333,10.7667,26.17,22,79,2.05,NG,1703026985
369,aldinga beach,-35.2793,138.4604,18.2,55,1,7.39,AU,1703026985
370,la toma,-33.0526,-65.6238,14.31,82,100,3.59,AR,1703026986
371,ormara,25.2088,64.6357,20.96,43,5,2.94,PK,1703026940
372,tchibanga,-2.85,11.0333,22.39,98,98,0.85,GA,1703026986
373,kailua-kona,19.6406,-155.9956,26.39,75,100,4.63,US,1703026986
374,nuuk,64.1835,-51.7216,-5.47,95,100,7.31,GL,1703026759
375,high river,50.5834,-113.8687,-0.25,95,97,1.33,CA,1703026956
376,badou,7.5833,0.6,24.0,28,6,0.84,TG,1703026986
377,margate,51.3813,1.3862,5.94,86,44,4.47,GB,1703026834
378,cafayate,-26.073,-65.9761,19.02,78,96,3.67,AR,1703026987
379,concepcion,-36.827,-73.0498,15.89,72,75,4.12,CL,1703026843
380,birjand,32.8663,59.2211,1.26,55,0,2.06,IR,1703026987
381,kerrville,30.0474,-99.1403,16.28,59,0,3.6,US,1703026987
382,bourbonnais,41.1417,-87.875,-0.05,76,0,3.09,US,1703026987
383,tucuma,-0.1833,-50.05,26.33,86,62,3.35,BR,1703026933
384,as sulayyil,20.4607,45.5779,12.14,29,100,3.53,SA,1703026987
385,ciudad lazaro cardenas,17.9583,-102.2,27.46,72,6,3.05,MX,1703026988
386,griffith,41.5284,-87.4237,-0.48,70,0,5.14,US,1703026988
387,bukama,-9.2,25.85,21.9,94,100,0.12,CD,1703026988
388,lubao,14.9167,120.55,26.04,83,82,2.3,PH,1703026988
389,coronel suarez,-37.4547,-61.9334,15.9,62,99,1.83,AR,1703026988
390,cill airne,52.05,-9.5167,8.85,88,85,7.17,IE,1703026988
391,ghadamis,30.1337,9.5007,10.09,67,95,6.52,LY,1703026989
392,dubbo,-32.25,148.6167,21.07,88,100,2.57,AU,1703026989
393,ulladulla,-35.35,150.4667,15.43,92,100,6.56,AU,1703026989
394,saint-philippe,-21.3585,55.7679,24.77,82,100,2.43,RE,1703026989
395,bengkulu,-3.8004,102.2655,23.49,90,98,1.42,ID,1703026989
396,tura,25.5198,90.2201,13.89,83,56,1.55,IN,1703026989
397,kiunga,-6.1219,141.2906,23.6,100,100,1.01,PG,1703026990
398,kavieng,-2.5744,150.7967,28.03,74,95,0.17,PG,1703026990
399,rovnoye,50.7765,46.0509,3.22,93,100,9.8,RU,1703026990
400,hami,42.8,93.45,-12.32,54,62,1.72,CN,1703026990
401,magdalena de kino,30.6333,-110.95,24.4,16,59,4.94,MX,1703026990
402,viedma,-40.8135,-62.9967,15.12,43,80,6.85,AR,1703026991
403,yauya,-8.9833,-77.3,15.07,65,97,1.04,PE,1703026991
404,flin flon,54.7682,-101.865,-16.09,60,20,2.57,CA,1703026991
405,cuajinicuilapa,16.4667,-98.4167,27.81,63,0,3.51,MX,1703026770
406,coahuayana de hidalgo,18.7,-103.6583,27.83,71,16,2.1,MX,1703026991
407,galveston,29.3669,-94.9669,16.19,76,100,0.45,US,1703026785
408,auburn,47.3073,-122.2284,11.29,93,100,2.06,US,1703026928
409,san luis de la loma,17.2706,-100.8939,27.74,69,23,1.74,MX,1703026991
410,ban lam luk ka,13.9774,100.7778,26.98,78,20,0.0,TH,1703026992
411,madhupur,24.25,86.65,13.92,50,52,3.08,IN,1703026992
412,bom sucesso,-21.0331,-44.7581,20.98,74,65,5.35,BR,1703026992
413,hafnarfjordur,64.0671,-21.9377,1.21,80,75,3.6,IS,1703026992
414,qianzhou,28.3167,109.7167,0.79,88,10,0.03,CN,1703026992
415,praia da vitoria,38.7333,-27.0667,16.14,94,40,6.48,PT,1703026993
416,barpathar,26.3,93.8667,13.67,92,18,0.43,IN,1703026993
417,puerto aysen,-45.4,-72.7,20.25,76,48,1.29,CL,1703026862
418,svetlogorsk,52.6333,29.7333,3.88,97,100,4.83,BY,1703026993
419,baruun-urt,46.6806,113.2792,-33.14,92,69,2.68,MN,1703026993
420,belyy yar,53.6039,91.3903,-29.49,94,68,1.02,RU,1703026994
421,fisterra,42.9049,-9.2629,11.12,89,100,8.0,ES,1703026994
422,ahtari,62.554,24.0619,0.86,91,100,8.52,FI,1703026994
423,awjilah,29.1081,21.2869,13.23,62,100,3.36,LY,1703026994
424,anna regina,7.2644,-58.5077,26.55,83,8,3.69,GY,1703026994
425,gemena,3.25,19.7667,22.75,84,96,1.39,CD,1703026994
426,corzuela,-26.9537,-60.9693,20.31,92,100,2.4,AR,1703026995
427,itamaraca,-7.7478,-34.8256,27.03,83,100,3.74,BR,1703026995
428,prince george,53.9166,-122.753,1.69,100,100,1.03,CA,1703026747
429,puerto armuelles,8.2833,-82.8667,28.99,78,79,0.45,PA,1703026995
430,viamao,-30.0811,-51.0233,22.45,91,75,3.09,BR,1703026853
431,bac lieu,9.285,105.7244,24.87,88,81,2.66,VN,1703026996
432,port saint john's,-31.6229,29.5448,21.27,85,97,5.12,ZA,1703026996
433,codrington,-38.2667,141.9667,14.38,55,67,7.28,AU,1703026996
434,new norfolk,-42.7826,147.0587,15.4,45,7,0.94,AU,1703026996
435,gaalkacyo,6.7697,47.4308,24.31,63,100,6.66,SO,1703026996
436,vilyuysk,63.7553,121.6247,-25.0,94,99,2.68,RU,1703026996
437,gamba,-2.65,10.0,25.75,88,100,1.53,GA,1703026997
438,beyneu,45.3167,55.2,2.42,99,100,3.2,KZ,1703026997
439,lundazi,-12.2929,33.1782,22.65,62,97,2.62,ZM,1703026997
440,demba,-5.51,22.2667,20.84,98,100,0.5,CD,1703026997
441,vernon,50.2581,-119.2691,4.2,90,100,0.0,CA,1703026713
442,loukhi,66.0764,33.0381,-2.02,97,100,3.9,RU,1703026997
443,kralendijk,12.15,-68.2667,27.99,83,20,3.6,BQ,1703026997
444,egilsstadir,65.2653,-14.3948,-4.05,50,0,5.14,IS,1703026998
445,magadan,59.5667,150.8,-24.73,87,59,4.66,RU,1703026998
446,cuatro cienegas de carranza,26.9833,-102.0833,18.18,40,62,3.16,MX,1703026998
447,walvis bay,-22.9575,14.5053,16.53,88,0,3.6,NA,1703026998
448,east ballina,-28.8667,153.5833,27.67,58,74,3.55,AU,1703026867
449,chhor,25.5167,69.7667,16.65,25,78,3.6,PK,1703026998
450,sandur,15.1,76.55,17.14,94,86,2.59,IN,1703026998
451,st. john's,47.5649,-52.7093,13.15,89,75,9.26,CA,1703026813
452,kinkala,-4.3614,14.7644,22.1,95,84,1.38,CG,1703026999
453,doaba,33.4244,70.7364,10.96,22,100,1.36,PK,1703026999
454,harrodsburg,37.7623,-84.8433,0.83,49,9,1.03,US,1703026999
455,krems an der donau,48.4092,15.6142,6.42,79,61,3.31,AT,1703026999
456,lagunas,-5.2269,-75.6753,28.64,71,88,1.18,PE,1703026999
457,bungo-takada-shi,33.5567,131.4451,7.97,77,100,6.57,JP,1703026999
458,torghay,49.6339,63.4981,-8.81,94,57,4.06,KZ,1703027000
459,dongxi,28.7614,106.6611,3.66,84,8,0.64,CN,1703027000
460,tofol,5.3248,163.0078,28.88,74,75,6.69,FM,1703027000
461,scarborough,54.2797,-0.4044,7.03,84,81,4.02,GB,1703026847
462,genhe,50.7833,121.5167,-32.44,99,100,1.37,CN,1703027000
463,xilin hot,43.9667,116.0333,-30.64,93,73,1.54,CN,1703027000
464,murun-kuren,49.6342,100.1625,-27.91,79,1,1.39,MN,1703027000
465,palikir - national government center,6.9248,158.1611,30.41,70,75,5.66,FM,1703027000
466,eureka,40.8021,-124.1637,16.07,86,96,3.13,US,1703026727
467,muromtsevo,56.3724,75.2418,-17.61,99,97,2.04,RU,1703027001
468,leh,34.1667,77.5833,-7.78,28,64,1.16,IN,1703027001
469,ebon,4.582,168.6964,28.05,80,75,9.19,MH,1703027001
470,kuqa,41.7278,82.9364,-6.09,58,82,1.29,CN,1703027002
471,timimoun,29.2639,0.231,11.21,50,0,2.06,DZ,1703027002
472,taishan,22.2514,112.7799,9.9,62,34,5.65,CN,1703027002
473,bosobolo,4.1833,19.9,24.25,55,89,1.28,CD,1703027002
474,tual,-5.6667,132.75,28.56,76,100,6.43,ID,1703027002
475,tira sujanpur,31.8333,76.5,10.08,19,1,1.33,IN,1703027003
476,beledweyne,4.7358,45.2036,25.99,60,87,8.5,SO,1703027003
477,bure,10.7,37.0667,14.15,59,68,1.78,ET,1703027003
478,katsuura,35.1333,140.3,10.17,70,99,3.77,JP,1703027003
479,houghton,47.1219,-88.569,1.57,60,9,0.89,US,1703026859
480,kapa'a,22.0752,-159.319,26.99,83,100,8.23,US,1703027004
481,sligo,54.2697,-8.4694,8.67,87,99,10.59,IE,1703027004
482,krasnoturansk,54.3186,91.5639,-31.54,92,34,2.24,RU,1703027004
483,dunda,-8.1167,34.25,20.82,71,75,1.12,TZ,1703027004
484,sinop,41.7711,34.8709,4.84,75,33,3.56,TR,1703026926
485,nova sintra,14.8667,-24.7167,21.15,71,100,5.0,CV,1703027004
486,tuxpan,19.55,-103.4,22.87,46,11,2.31,MX,1703027004
487,calama,-22.4667,-68.9333,25.27,11,0,12.35,CL,1703026822
488,pemangkat,1.1667,108.9667,25.34,87,92,1.64,ID,1703027005
489,arizona city,32.7559,-111.671,23.2,22,99,0.1,US,1703027005
490,moires,35.0532,24.8744,11.53,82,14,1.13,GR,1703027005
491,jianshui,23.6363,102.8264,10.38,94,50,2.17,CN,1703027005
492,monticello,45.3055,-93.7941,2.18,68,0,0.0,US,1703026761
493,ar rutbah,33.0381,40.2848,6.45,54,0,1.32,IQ,1703027005
494,praia,14.9215,-23.5087,23.3,68,75,6.69,CV,1703027005
495,kaa-khem,51.6833,94.7333,-40.33,93,23,1.42,RU,1703027006
496,wanning,18.8003,110.3967,17.69,91,93,5.76,CN,1703027006
497,lastoursville,-0.8143,12.7287,23.6,95,86,0.94,GA,1703027006
498,dawei,14.0833,98.2,22.97,77,86,2.39,MM,1703027006
499,jincheng,35.5022,112.8328,-10.66,81,100,1.25,CN,1703027006
500,anloga,5.7947,0.8973,28.03,80,10,4.67,GH,1703027006
501,crucecita,-28.95,-58.9833,19.36,93,100,6.37,AR,1703027007
502,les avirons,-21.2418,55.3394,23.55,78,0,2.06,RE,1703027007
503,opuwo,-18.0607,13.84,25.71,34,36,1.39,NA,1703027007
504,i-n-salah,27.1935,2.4607,10.22,57,6,3.27,DZ,1703027007
505,tripoli,32.8752,13.1875,15.97,68,99,2.08,LY,1703027007
506,romodanovo,54.4275,45.3296,1.71,99,100,9.21,RU,1703027007
507,batouri,4.4333,14.3667,22.78,41,43,0.1,CM,1703027008
508,prosser,46.2068,-119.7689,7.46,89,89,1.79,US,1703027008
509,vidauban,43.4268,6.4322,8.52,93,0,0.0,FR,1703027008
510,general mosconi,-23.1851,-62.303,19.38,85,100,5.07,AR,1703027008
511,roldanillo,4.4126,-76.1546,26.75,94,88,1.86,CO,1703027008
512,selty,57.3132,52.1345,-1.45,96,100,7.46,RU,1703027009
513,thinadhoo,0.5333,72.9333,28.25,76,67,2.74,MV,1703027009
514,west bay,19.3667,-81.4167,24.04,65,20,5.14,KY,1703027009
515,jiujiang,29.7333,115.9833,4.12,73,100,5.77,CN,1703027009
516,pakur,24.6333,87.85,15.41,53,65,2.77,IN,1703027009
517,estevan,49.1334,-102.9842,-0.89,80,75,3.09,CA,1703026855
518,maslyanino,54.3436,84.2111,-6.62,92,99,6.5,RU,1703027009
519,selfoss,63.9331,-20.9971,-5.53,68,100,1.66,IS,1703027010
520,tsumeb,-19.2333,17.7167,23.37,56,39,3.12,NA,1703027010
521,inebolu,41.9747,33.7608,9.26,70,13,1.71,TR,1703027010
522,kuopio,62.8924,27.677,-0.03,86,100,11.32,FI,1703026747
523,welshpool,52.6597,-3.1471,9.52,77,59,8.74,GB,1703027010
524,marquette,46.5333,-87.6335,-2.2,61,66,4.54,US,1703027011
525,conceicao da barra,-18.5933,-39.7322,23.3,92,71,3.73,BR,1703027011
526,masuda,34.6667,131.85,7.01,79,100,3.74,JP,1703027011
527,dhidhdhoo,6.8833,73.1,28.42,78,87,5.52,MV,1703027011
528,ponta delgada,37.7333,-25.6667,18.44,88,20,2.57,PT,1703027011
529,milazzo,38.2212,15.2383,12.91,78,33,1.34,IT,1703027011
530,humaita,-7.5061,-63.0208,28.27,63,63,0.51,BR,1703027011
531,atar,20.5169,-13.0499,16.1,19,100,7.27,MR,1703027012
532,eyl,7.9803,49.8164,23.93,77,88,7.69,SO,1703027012
533,ha'il,27.5219,41.6907,9.01,81,0,2.06,SA,1703026929
534,letlhakeng,-24.0944,25.0298,24.29,62,60,2.68,BW,1703027012
535,port-cartier,50.0334,-66.8654,3.06,77,83,5.73,CA,1703027012
536,la huacana,18.9667,-101.8167,29.87,40,20,1.52,MX,1703027012
537,yulinshi,38.2906,109.7494,-19.58,82,10,1.53,CN,1703026922
538,aykhal,66.0,111.5,-22.7,88,99,3.0,RU,1703027013
539,nouadhibou,20.931,-17.0347,18.99,32,72,7.72,MR,1703027013
540,pont rouge,48.8833,-72.0825,-7.84,77,79,3.6,CA,1703027013
541,masallatah,32.6167,14.0,13.51,74,80,2.66,LY,1703027013
542,itaituba,-4.2761,-55.9836,24.63,96,99,1.0,BR,1703027013
543,lerwick,60.1545,-1.1494,5.0,55,83,12.85,GB,1703027013
544,rexburg,43.826,-111.7897,8.73,49,75,0.0,US,1703026717
545,tudor vladimirescu,45.5667,27.65,3.93,82,0,3.75,RO,1703027014
546,samana,19.2056,-69.3369,25.98,91,87,2.36,DO,1703027014
547,al bardiyah,31.7561,25.0865,16.73,65,97,4.07,LY,1703027014
548,ouahigouya,13.5828,-2.4216,18.28,17,27,5.85,BF,1703027014
549,kurlovo,55.4325,40.4854,1.61,100,100,5.62,RU,1703027014
550,al bawiti,28.3492,28.8659,13.96,67,94,3.3,EG,1703027014
551,coxim,-18.5067,-54.76,31.05,46,64,3.34,BR,1703027014
552,burhar,23.2167,81.5333,9.63,49,98,1.12,IN,1703027014
553,vezirkopru,41.1436,35.4547,1.27,73,39,1.04,TR,1703027015
554,chibuto,-24.6867,33.5306,21.62,94,78,1.69,MZ,1703027015
555,illizi,26.4833,8.4667,5.89,57,1,2.8,DZ,1703027015
556,tenango de las flores,20.2058,-97.9881,12.68,87,44,1.66,MX,1703027016
557,leticia,-4.2153,-69.9406,29.03,79,20,2.06,CO,1703027016
558,singkawang,0.9,109.0,24.65,92,99,1.03,ID,1703027016
559,sarkand,45.41,79.9186,-1.58,89,98,0.58,KZ,1703027016
560,miri,4.4148,114.0089,25.08,94,40,2.57,MY,1703027016
561,sibolga,1.7427,98.7792,24.51,92,97,1.39,ID,1703027016
562,bontang,0.1333,117.5,25.15,89,67,2.39,ID,1703027017
563,lata,40.1629,-8.3327,9.9,85,31,1.06,PT,1703027017
564,duyun,26.2667,107.5167,0.46,85,97,2.25,CN,1703027017
565,wakkanai,45.4094,141.6739,-2.73,77,100,1.79,JP,1703027017
566,twon-brass,4.3151,6.2418,27.79,82,87,5.66,NG,1703027018
